date,store_id,cat_id,sales
2011-07-29,TX_1,FOODS,3369.14
2011-07-30,TX_1,FOODS,3381.57
2011-07-31,TX_1,FOODS,4249.8
2011-08-01,TX_1,FOODS,4561.39
2011-08-02,TX_1,FOODS,3474.32
2011-08-03,TX_1,FOODS,4341.47
2011-08-04,TX_1,FOODS,3387.44
2011-08-05,TX_1,FOODS,4255.55
2011-08-06,TX_1,FOODS,5742.59
2011-08-07,TX_1,FOODS,5831.62
2011-08-08,TX_1,FOODS,3742.16
2011-08-09,TX_1,FOODS,4454.36
2011-08-10,TX_1,FOODS,3534.6
2011-08-11,TX_1,FOODS,4278.79
2011-08-12,TX_1,FOODS,4922.61
2011-08-13,TX_1,FOODS,6553.7
2011-08-14,TX_1,FOODS,5372.22
2011-08-15,TX_1,FOODS,4909.2
2011-08-16,TX_1,FOODS,4196.84
2011-08-17,TX_1,FOODS,4029.64
2011-08-18,TX_1,FOODS,4006.16
2011-08-19,TX_1,FOODS,4158.9800000000005
2011-08-20,TX_1,FOODS,5616.7
2011-08-21,TX_1,FOODS,6630.33
2011-08-22,TX_1,FOODS,4420.08
2011-08-23,TX_1,FOODS,3510.41
2011-08-24,TX_1,FOODS,3614.91
2011-08-25,TX_1,FOODS,3168.48
2011-08-26,TX_1,FOODS,3170.9
2011-08-27,TX_1,FOODS,4692.19
2011-08-28,TX_1,FOODS,5115.2
2011-08-29,TX_1,FOODS,3399.53
2011-08-30,TX_1,FOODS,3086.35
2011-08-31,TX_1,FOODS,3316.52
2011-09-01,TX_1,FOODS,4974.1
2011-09-02,TX_1,FOODS,4023.58
2011-09-03,TX_1,FOODS,5695.34
2011-09-04,TX_1,FOODS,4376.17
2011-09-05,TX_1,FOODS,5034.12
2011-09-06,TX_1,FOODS,4053.02
2011-09-07,TX_1,FOODS,4701.31
2011-09-08,TX_1,FOODS,3414.02
2011-09-09,TX_1,FOODS,4554.66
2011-09-10,TX_1,FOODS,5083.6900000000005
2011-09-11,TX_1,FOODS,6150.91
2011-09-12,TX_1,FOODS,4770.19
2011-09-13,TX_1,FOODS,4955.78
2011-09-14,TX_1,FOODS,4124.17
2011-09-15,TX_1,FOODS,5020.12
2011-09-16,TX_1,FOODS,4679.92
2011-09-17,TX_1,FOODS,5251.99
2011-09-18,TX_1,FOODS,4943.55
2011-09-19,TX_1,FOODS,3810.87
2011-09-20,TX_1,FOODS,3577.19
2011-09-21,TX_1,FOODS,3364.03
2011-09-22,TX_1,FOODS,3298.04
2011-09-23,TX_1,FOODS,3431.68
2011-09-24,TX_1,FOODS,4850.66
2011-09-25,TX_1,FOODS,5262.41
2011-09-26,TX_1,FOODS,3764.6
2011-09-27,TX_1,FOODS,3254.43
2011-09-28,TX_1,FOODS,2742.76
2011-09-29,TX_1,FOODS,2892.59
2011-09-30,TX_1,FOODS,3737.44
2011-10-01,TX_1,FOODS,6140.41
2011-10-02,TX_1,FOODS,5518.24
2011-10-03,TX_1,FOODS,4730.9
2011-10-04,TX_1,FOODS,3795.77
2011-10-05,TX_1,FOODS,4634.96
2011-10-06,TX_1,FOODS,4263.25
2011-10-07,TX_1,FOODS,4740.36
2011-10-08,TX_1,FOODS,5273.45
2011-10-09,TX_1,FOODS,5515.49
2011-10-10,TX_1,FOODS,4615.3
2011-10-11,TX_1,FOODS,4498.22
2011-10-12,TX_1,FOODS,4643.58
2011-10-13,TX_1,FOODS,4462.37
2011-10-14,TX_1,FOODS,4414.54
2011-10-15,TX_1,FOODS,6403.61
2011-10-16,TX_1,FOODS,5868.54
2011-10-17,TX_1,FOODS,4422.7
2011-10-18,TX_1,FOODS,3695.31
2011-10-19,TX_1,FOODS,3475.28
2011-10-20,TX_1,FOODS,3030.35
2011-10-21,TX_1,FOODS,3607.02
2011-10-22,TX_1,FOODS,4244.09
2011-10-23,TX_1,FOODS,4720.58
2011-10-24,TX_1,FOODS,3356.41
2011-10-25,TX_1,FOODS,3022.7
2011-10-26,TX_1,FOODS,3336.44
2011-10-27,TX_1,FOODS,2961.23
2011-10-28,TX_1,FOODS,3456.81
2011-10-29,TX_1,FOODS,4325.06
2011-10-30,TX_1,FOODS,4628.35
2011-10-31,TX_1,FOODS,3242.83
2011-11-01,TX_1,FOODS,4283.68
2011-11-02,TX_1,FOODS,3104.47
2011-11-03,TX_1,FOODS,3556.05
2011-11-04,TX_1,FOODS,3001.06
2011-11-05,TX_1,FOODS,5458.39
2011-11-06,TX_1,FOODS,5514.38
2011-11-07,TX_1,FOODS,4574.84
2011-11-08,TX_1,FOODS,3580.13
2011-11-09,TX_1,FOODS,4120.85
2011-11-10,TX_1,FOODS,3552.47
2011-11-11,TX_1,FOODS,3918.47
2011-11-12,TX_1,FOODS,5439.07
2011-11-13,TX_1,FOODS,6092.46
2011-11-14,TX_1,FOODS,4259.03
2011-11-15,TX_1,FOODS,4688.45
2011-11-16,TX_1,FOODS,3705.78
2011-11-17,TX_1,FOODS,3687.65
2011-11-18,TX_1,FOODS,3672.22
2011-11-19,TX_1,FOODS,4466.75
2011-11-20,TX_1,FOODS,4779.1
2011-11-21,TX_1,FOODS,3608.61
2011-11-22,TX_1,FOODS,3760.8
2011-11-23,TX_1,FOODS,5122.89
2011-11-24,TX_1,FOODS,3917.56
2011-11-25,TX_1,FOODS,2978.63
2011-11-26,TX_1,FOODS,3199.71
2011-11-27,TX_1,FOODS,3724.32
2011-11-28,TX_1,FOODS,3163.55
2011-11-29,TX_1,FOODS,2990.19
2011-11-30,TX_1,FOODS,3022.32
2011-12-01,TX_1,FOODS,4031.24
2011-12-02,TX_1,FOODS,3728.66
2011-12-03,TX_1,FOODS,5462.67
2011-12-04,TX_1,FOODS,4970.23
2011-12-05,TX_1,FOODS,4676.09
2011-12-06,TX_1,FOODS,4636.33
2011-12-07,TX_1,FOODS,4269.27
2011-12-08,TX_1,FOODS,3260.93
2011-12-09,TX_1,FOODS,4370.74
2011-12-10,TX_1,FOODS,4573.57
2011-12-11,TX_1,FOODS,6399.92
2011-12-12,TX_1,FOODS,4685.9
2011-12-13,TX_1,FOODS,5007.15
2011-12-14,TX_1,FOODS,4376.84
2011-12-15,TX_1,FOODS,5442.6
2011-12-16,TX_1,FOODS,4364.73
2011-12-17,TX_1,FOODS,5044.59
2011-12-18,TX_1,FOODS,4489.8
2011-12-19,TX_1,FOODS,3962.66
2011-12-20,TX_1,FOODS,3843.41
2011-12-21,TX_1,FOODS,3821.75
2011-12-22,TX_1,FOODS,4153.19
2011-12-23,TX_1,FOODS,5116.51
2011-12-24,TX_1,FOODS,5358.52
2011-12-25,TX_1,FOODS,0.0
2011-12-26,TX_1,FOODS,4573.1
2011-12-27,TX_1,FOODS,3649.6
2011-12-28,TX_1,FOODS,3482.41
2011-12-29,TX_1,FOODS,3460.31
2011-12-30,TX_1,FOODS,4377.43
2011-12-31,TX_1,FOODS,5141.41
2012-01-01,TX_1,FOODS,4286.29
2012-01-02,TX_1,FOODS,4377.51
2012-01-03,TX_1,FOODS,4441.05
2012-01-04,TX_1,FOODS,3617.45
2012-01-05,TX_1,FOODS,4202.9
2012-01-06,TX_1,FOODS,4958.01
2012-01-07,TX_1,FOODS,5692.88
2012-01-08,TX_1,FOODS,5835.55
2012-01-09,TX_1,FOODS,3716.53
2012-01-10,TX_1,FOODS,3965.98
2012-01-11,TX_1,FOODS,4728.81
2012-01-12,TX_1,FOODS,4252.36
2012-01-13,TX_1,FOODS,5090.79
2012-01-14,TX_1,FOODS,5344.01
2012-01-15,TX_1,FOODS,6238.53
2012-01-16,TX_1,FOODS,4963.05
2012-01-17,TX_1,FOODS,3437.68
2012-01-18,TX_1,FOODS,3499.76
2012-01-19,TX_1,FOODS,3699.94
2012-01-20,TX_1,FOODS,3869.41
2012-01-21,TX_1,FOODS,5064.21
2012-01-22,TX_1,FOODS,4643.19
2012-01-23,TX_1,FOODS,3607.13
2012-01-24,TX_1,FOODS,3002.42
2012-01-25,TX_1,FOODS,2776.64
2012-01-26,TX_1,FOODS,3260.03
2012-01-27,TX_1,FOODS,3664.6
2012-01-28,TX_1,FOODS,4204.29
2012-01-29,TX_1,FOODS,4741.39
2012-01-30,TX_1,FOODS,3705.93
2012-01-31,TX_1,FOODS,3116.46
2012-02-01,TX_1,FOODS,4840.91
2012-02-02,TX_1,FOODS,3669.68
2012-02-03,TX_1,FOODS,4762.84
2012-02-04,TX_1,FOODS,5458.15
2012-02-05,TX_1,FOODS,6760.04
2012-02-06,TX_1,FOODS,4638.65
2012-02-07,TX_1,FOODS,4658.84
2012-02-08,TX_1,FOODS,3796.49
2012-02-09,TX_1,FOODS,4180.85
2012-02-10,TX_1,FOODS,3889.72
2012-02-11,TX_1,FOODS,5618.84
2012-02-12,TX_1,FOODS,6653.67
2012-02-13,TX_1,FOODS,5586.45
2012-02-14,TX_1,FOODS,3990.71
2012-02-15,TX_1,FOODS,4310.9
2012-02-16,TX_1,FOODS,3561.48
2012-02-17,TX_1,FOODS,3559.24
2012-02-18,TX_1,FOODS,4681.92
2012-02-19,TX_1,FOODS,6000.72
2012-02-20,TX_1,FOODS,4510.77
2012-02-21,TX_1,FOODS,3584.34
2012-02-22,TX_1,FOODS,3723.0
2012-02-23,TX_1,FOODS,3753.25
2012-02-24,TX_1,FOODS,4128.61
2012-02-25,TX_1,FOODS,4534.64
2012-02-26,TX_1,FOODS,5504.11
2012-02-27,TX_1,FOODS,3905.35
2012-02-28,TX_1,FOODS,3653.55
2012-02-29,TX_1,FOODS,3516.04
2012-03-01,TX_1,FOODS,4861.68
2012-03-02,TX_1,FOODS,4542.94
2012-03-03,TX_1,FOODS,5680.07
2012-03-04,TX_1,FOODS,6221.61
2012-03-05,TX_1,FOODS,5139.82
2012-03-06,TX_1,FOODS,4936.67
2012-03-07,TX_1,FOODS,4430.19
2012-03-08,TX_1,FOODS,4451.26
2012-03-09,TX_1,FOODS,4624.68
2012-03-10,TX_1,FOODS,5698.76
2012-03-11,TX_1,FOODS,6414.36
2012-03-12,TX_1,FOODS,6078.57
2012-03-13,TX_1,FOODS,5987.58
2012-03-14,TX_1,FOODS,4974.94
2012-03-15,TX_1,FOODS,5673.76
2012-03-16,TX_1,FOODS,5370.03
2012-03-17,TX_1,FOODS,5369.75
2012-03-18,TX_1,FOODS,6385.86
2012-03-19,TX_1,FOODS,4430.99
2012-03-20,TX_1,FOODS,4118.59
2012-03-21,TX_1,FOODS,4034.26
2012-03-22,TX_1,FOODS,3552.78
2012-03-23,TX_1,FOODS,4388.42
2012-03-24,TX_1,FOODS,5298.8
2012-03-25,TX_1,FOODS,5729.58
2012-03-26,TX_1,FOODS,4423.46
2012-03-27,TX_1,FOODS,3853.74
2012-03-28,TX_1,FOODS,3557.64
2012-03-29,TX_1,FOODS,3458.85
2012-03-30,TX_1,FOODS,4101.74
2012-03-31,TX_1,FOODS,4764.24
2012-04-01,TX_1,FOODS,6901.63
2012-04-02,TX_1,FOODS,4149.77
2012-04-03,TX_1,FOODS,5445.93
2012-04-04,TX_1,FOODS,4265.41
2012-04-05,TX_1,FOODS,5144.72
2012-04-06,TX_1,FOODS,6531.68
2012-04-07,TX_1,FOODS,8212.22
2012-04-08,TX_1,FOODS,8057.01
2012-04-09,TX_1,FOODS,4877.42
2012-04-10,TX_1,FOODS,4309.61
2012-04-11,TX_1,FOODS,5017.4800000000005
2012-04-12,TX_1,FOODS,5284.84
2012-04-13,TX_1,FOODS,5656.37
2012-04-14,TX_1,FOODS,6104.81
2012-04-15,TX_1,FOODS,7137.9800000000005
2012-04-16,TX_1,FOODS,4662.85
2012-04-17,TX_1,FOODS,4530.85
2012-04-18,TX_1,FOODS,4230.63
2012-04-19,TX_1,FOODS,4081.17
2012-04-20,TX_1,FOODS,3502.27
2012-04-21,TX_1,FOODS,5616.81
2012-04-22,TX_1,FOODS,6026.18
2012-04-23,TX_1,FOODS,4435.84
2012-04-24,TX_1,FOODS,4245.08
2012-04-25,TX_1,FOODS,4045.76
2012-04-26,TX_1,FOODS,3859.43
2012-04-27,TX_1,FOODS,3772.64
2012-04-28,TX_1,FOODS,5645.13
2012-04-29,TX_1,FOODS,5708.57
2012-04-30,TX_1,FOODS,4477.63
2012-05-01,TX_1,FOODS,5690.65
2012-05-02,TX_1,FOODS,4481.59
2012-05-03,TX_1,FOODS,4929.74
2012-05-04,TX_1,FOODS,4712.91
2012-05-05,TX_1,FOODS,6856.95
2012-05-06,TX_1,FOODS,7965.78
2012-05-07,TX_1,FOODS,6151.02
2012-05-08,TX_1,FOODS,4524.2
2012-05-09,TX_1,FOODS,4679.18
2012-05-10,TX_1,FOODS,4612.36
2012-05-11,TX_1,FOODS,5066.15
2012-05-12,TX_1,FOODS,6535.41
2012-05-13,TX_1,FOODS,6783.7
2012-05-14,TX_1,FOODS,5098.22
2012-05-15,TX_1,FOODS,5404.05
2012-05-16,TX_1,FOODS,4454.55
2012-05-17,TX_1,FOODS,4209.83
2012-05-18,TX_1,FOODS,4914.37
2012-05-19,TX_1,FOODS,6020.27
2012-05-20,TX_1,FOODS,6456.37
2012-05-21,TX_1,FOODS,4378.42
2012-05-22,TX_1,FOODS,4077.5
2012-05-23,TX_1,FOODS,3907.96
2012-05-24,TX_1,FOODS,4300.46
2012-05-25,TX_1,FOODS,4531.92
2012-05-26,TX_1,FOODS,5713.73
2012-05-27,TX_1,FOODS,5701.02
2012-05-28,TX_1,FOODS,5275.4
2012-05-29,TX_1,FOODS,4811.37
2012-05-30,TX_1,FOODS,4554.67
2012-05-31,TX_1,FOODS,3771.88
2012-06-01,TX_1,FOODS,5683.4400000000005
2012-06-02,TX_1,FOODS,5514.14
2012-06-03,TX_1,FOODS,6708.45
2012-06-04,TX_1,FOODS,5085.37
2012-06-05,TX_1,FOODS,5349.74
2012-06-06,TX_1,FOODS,5411.07
2012-06-07,TX_1,FOODS,5504.09
2012-06-08,TX_1,FOODS,4928.85
2012-06-09,TX_1,FOODS,6316.61
2012-06-10,TX_1,FOODS,6604.06
2012-06-11,TX_1,FOODS,5922.46
2012-06-12,TX_1,FOODS,5609.46
2012-06-13,TX_1,FOODS,5001.6
2012-06-14,TX_1,FOODS,4578.46
2012-06-15,TX_1,FOODS,6496.33
2012-06-16,TX_1,FOODS,5846.66
2012-06-17,TX_1,FOODS,6439.03
2012-06-18,TX_1,FOODS,5004.7
2012-06-19,TX_1,FOODS,4134.45
2012-06-20,TX_1,FOODS,4595.22
2012-06-21,TX_1,FOODS,4125.18
2012-06-22,TX_1,FOODS,4665.46
2012-06-23,TX_1,FOODS,5421.61
2012-06-24,TX_1,FOODS,6052.82
2012-06-25,TX_1,FOODS,4494.41
2012-06-26,TX_1,FOODS,3898.65
2012-06-27,TX_1,FOODS,3865.27
2012-06-28,TX_1,FOODS,3354.77
2012-06-29,TX_1,FOODS,4474.29
2012-06-30,TX_1,FOODS,4682.49
2012-07-01,TX_1,FOODS,6279.6900000000005
2012-07-02,TX_1,FOODS,4457.22
2012-07-03,TX_1,FOODS,5207.1
2012-07-04,TX_1,FOODS,4820.12
2012-07-05,TX_1,FOODS,4472.89
2012-07-06,TX_1,FOODS,5754.43
2012-07-07,TX_1,FOODS,6814.95
2012-07-08,TX_1,FOODS,5341.08
2012-07-09,TX_1,FOODS,5034.45
2012-07-10,TX_1,FOODS,4013.45
2012-07-11,TX_1,FOODS,4948.03
2012-07-12,TX_1,FOODS,4935.55
2012-07-13,TX_1,FOODS,5678.28
2012-07-14,TX_1,FOODS,5782.12
2012-07-15,TX_1,FOODS,7625.19
2012-07-16,TX_1,FOODS,4665.4800000000005
2012-07-17,TX_1,FOODS,4332.59
2012-07-18,TX_1,FOODS,3767.12
2012-07-19,TX_1,FOODS,4103.21
2012-07-20,TX_1,FOODS,4508.12
2012-07-21,TX_1,FOODS,5395.75
2012-07-22,TX_1,FOODS,5581.1
2012-07-23,TX_1,FOODS,4110.9
2012-07-24,TX_1,FOODS,3629.05
2012-07-25,TX_1,FOODS,3622.44
2012-07-26,TX_1,FOODS,3901.33
2012-07-27,TX_1,FOODS,4116.24
2012-07-28,TX_1,FOODS,4685.75
2012-07-29,TX_1,FOODS,5297.63
2012-07-30,TX_1,FOODS,4168.64
2012-07-31,TX_1,FOODS,3681.09
2012-08-01,TX_1,FOODS,5072.36
2012-08-02,TX_1,FOODS,4183.4800000000005
2012-08-03,TX_1,FOODS,5304.9
2012-08-04,TX_1,FOODS,5733.86
2012-08-05,TX_1,FOODS,5933.55
2012-08-06,TX_1,FOODS,5368.29
2012-08-07,TX_1,FOODS,4990.57
2012-08-08,TX_1,FOODS,4070.84
2012-08-09,TX_1,FOODS,5007.92
2012-08-10,TX_1,FOODS,4362.26
2012-08-11,TX_1,FOODS,6021.74
2012-08-12,TX_1,FOODS,6984.64
2012-08-13,TX_1,FOODS,5606.02
2012-08-14,TX_1,FOODS,4343.61
2012-08-15,TX_1,FOODS,5623.61
2012-08-16,TX_1,FOODS,4793.97
2012-08-17,TX_1,FOODS,4703.2
2012-08-18,TX_1,FOODS,5128.07
2012-08-19,TX_1,FOODS,5838.49
2012-08-20,TX_1,FOODS,4373.84
2012-08-21,TX_1,FOODS,4122.26
2012-08-22,TX_1,FOODS,4143.87
2012-08-23,TX_1,FOODS,3905.05
2012-08-24,TX_1,FOODS,4053.17
2012-08-25,TX_1,FOODS,5405.81
2012-08-26,TX_1,FOODS,6322.82
2012-08-27,TX_1,FOODS,4315.95
2012-08-28,TX_1,FOODS,4069.44
2012-08-29,TX_1,FOODS,3496.77
2012-08-30,TX_1,FOODS,3409.0
2012-08-31,TX_1,FOODS,4176.44
2012-09-01,TX_1,FOODS,6814.72
2012-09-02,TX_1,FOODS,5308.04
2012-09-03,TX_1,FOODS,6376.59
2012-09-04,TX_1,FOODS,4000.67
2012-09-05,TX_1,FOODS,4689.01
2012-09-06,TX_1,FOODS,4787.89
2012-09-07,TX_1,FOODS,5067.11
2012-09-08,TX_1,FOODS,5447.2
2012-09-09,TX_1,FOODS,6512.79
2012-09-10,TX_1,FOODS,4449.36
2012-09-11,TX_1,FOODS,4492.22
2012-09-12,TX_1,FOODS,4490.48
2012-09-13,TX_1,FOODS,4624.87
2012-09-14,TX_1,FOODS,4461.34
2012-09-15,TX_1,FOODS,6380.11
2012-09-16,TX_1,FOODS,5940.2
2012-09-17,TX_1,FOODS,4774.04
2012-09-18,TX_1,FOODS,3583.53
2012-09-19,TX_1,FOODS,4009.6
2012-09-20,TX_1,FOODS,3769.99
2012-09-21,TX_1,FOODS,4421.05
2012-09-22,TX_1,FOODS,4990.96
2012-09-23,TX_1,FOODS,5891.15
2012-09-24,TX_1,FOODS,3793.99
2012-09-25,TX_1,FOODS,3415.34
2012-09-26,TX_1,FOODS,3560.61
2012-09-27,TX_1,FOODS,3357.54
2012-09-28,TX_1,FOODS,4007.9
2012-09-29,TX_1,FOODS,4869.42
2012-09-30,TX_1,FOODS,5343.36
2012-10-01,TX_1,FOODS,4995.84
2012-10-02,TX_1,FOODS,3775.13
2012-10-03,TX_1,FOODS,4565.93
2012-10-04,TX_1,FOODS,3708.13
2012-10-05,TX_1,FOODS,4750.65
2012-10-06,TX_1,FOODS,5902.01
2012-10-07,TX_1,FOODS,6063.03
2012-10-08,TX_1,FOODS,4237.96
2012-10-09,TX_1,FOODS,4256.11
2012-10-10,TX_1,FOODS,3952.12
2012-10-11,TX_1,FOODS,4371.22
2012-10-12,TX_1,FOODS,5102.77
2012-10-13,TX_1,FOODS,6155.28
2012-10-14,TX_1,FOODS,6026.72
2012-10-15,TX_1,FOODS,5559.74
2012-10-16,TX_1,FOODS,3707.28
2012-10-17,TX_1,FOODS,3707.44
2012-10-18,TX_1,FOODS,3854.92
2012-10-19,TX_1,FOODS,3899.24
2012-10-20,TX_1,FOODS,5192.66
2012-10-21,TX_1,FOODS,5143.26
2012-10-22,TX_1,FOODS,3942.35
